"小悪魔A","Imp A"
"<可憐>
『んっ♡魔術の方はこれで準備オッケー♪
　後は、\n[1]君が私のおまんこの中でイっちゃえば…
　それで完成♡私の家畜に堕とされちゃうね♡』",""
"<可憐>
『もう諦めたほうがいいよ♪
　\n[1]君のおちんちんがすっごい弱いってことは、
　さっきの勝負で分かっちゃってるんだから♡』",""
"<可憐>
『大人しく私のおまんこに中出しして、
　私に絶対服従の惨めな家畜になっちゃえ♡
　ほら、腰を動かしておちんちん気持ちよくしてあげる♪』",""
"可憐は肉棒を膣で締め付けたまま、腰を上下に動かす。
彼女の腰の動きに合わさる蜜壺の締め付けに、
貴方は甘く肉棒が溶かされるような快楽を感じてしまう。",""
"そんな快感に腰が砕けてしまいそうになりながらも、
射精したら自由を奪われる、家畜にされる、
その取り返しのつかなさが貴方の身体をこわばらせる。",""
"<可憐>
『くす♪家畜にされるのはやっぱり怖い？
　大丈夫だよ、気持ちいいことしかないから♡
　女の子の身体って、強いだけじゃなくて優しいんだよ？』",""
"<可憐>
『おちんぽでおまんこ感じるでしょ？
　甘くて、気持ちよくて、とろけちゃいそうで♪
　怖いことなんて何もないからね♡』",""
"可憐はそんな貴方のこわばりをほぐすように、
優しく言葉を投げかけながら腰を振る。
生温かい膣内での締め付けに肉棒は吸い付かれ、
彼女の中で溶けてしまうような快楽を感じてしまう。",""
"<可憐>
『それに、他の人から聞いたんだ♡
　男の子のおちんちんは、
　女の子に負けるためにあるんだって♪』",""
"<可憐>
『男の子は最初は自分は女の子より強いって信じてるけど、
　何回も何回も搾られていくうちに、
　ちゃんと自分の方が弱いんだって分かるらしいよ？』",""
"<可憐>
『だから、悔しいのも最初だけ♡
　私の家畜として過ごすうちに、
　\n[1]君もきっとすぐに納得できるようになるよ♡』",""
"可憐は貴方を見下ろして笑みを浮かべながら、
激しく腰を振ってそう言葉を投げかける。
自身の性を露骨に見下され、屈辱を感じるも、
彼女に敗北した自分では何も言い返すことが出来ない。",""
"せめてもの抵抗として、必死に快楽を抑えようとしても、
彼女が腰を動かすたびに肉棒に擦れる膣壁の感触と、
肉棒全体に吸い付くひだによる快楽は抑えきれない。",""
"<可憐>
『ふふ♡だんだん顔がとろけてきちゃったね♪
　我慢しようとしても、おまんこの中が気持ちよくて、
　全然我慢できないって顔してるね♡』",""
"<可憐>
『おちんちんが負けちゃうときの顔♡
　おちんちんの方が弱いんだって、
　おまんこに分からされちゃってる情けない顔♡』",""
"<可憐>
『私がじーっと見下ろしててあげる♪
　だから\n[1]君も、自分のご主人様の顔、
　感じながらでいいからちゃんと見上げててね♡』",""
"可憐は貴方を笑顔で見下ろしながら激しく腰を振る。
彼女のような可愛らしい少女に見下され、
その上家畜にまでされてしまう……",""
"そのことに情けなさと悔しさを感じるも、
可憐の顔を見上げるうちにむくむくと別の感情が大きくなる。
その感情によって蜜壺の中の肉棒は震えてしまう。",""
"<可憐>
『くす♪ご主人様の顔を見てたら、
　おちんちんますます気持ちよくなっちゃったのかな？
　おまんこの中で大きくなってるのが分かるよ♡』",""
"<可憐>
『ちゃんと、立場を理解しようね♡
　おまんこの中で屈服射精して、
　もう二度と私に逆らえなくなっちゃお？』",""
"<可憐>
『家畜になったら、もう二度とリベンジできない。
　私の勝ち逃げだけど…
　それは勝負の前からわかってたことだもんね♡』",""
"<可憐>
『\n[1]君はずっと、私より弱いまま♡
　ずっとこうして私を見上げながら、私に見下ろされながら、
　家畜として搾り取られ続けるしかないんだよ♡』",""
"可憐は調教するようにそう言いながら、
精液を搾り取る様に蜜壺を肉棒に絡みつかせる。
激しい腰の動きと甘い締め付けに、
貴方の肉棒はすぐに限界を迎えてしまいそうになる。",""
"<可憐>
『そろそろ限界だよね♪
　おちんちん、もう今にもイっちゃいそう♡
　おまんこに負けちゃいそうだもんね♪』",""
"<可憐>
『\n[1]君はおちんちん気持ちよくて、
　すっごい顔がゆがんじゃってるけど……
　私はニコニコ余裕な笑顔のまま♡』",""
"<可憐>
『これが、私と\n[1]君の実力差だよ？
　それを見上げて目に焼き付けながら……
　おまんこの中で無理やり搾り取られちゃえ♡』",""
"貴方は可憐の笑顔を見上げたまま、
耐えきれずに彼女の中に白濁液をぶちまけてしまう。",""
"<可憐>
『んっ♡出てる出てる♪
　\n[1]君のおちんちんがおまんこに負けちゃった証♡
　…でも、契約には少し足りないみたいだね♪』",""
"体を痙攣させつつ彼女の中に精を放つも、
確かに彼女の言う通り、何かに縛られるような気配はない。
そのことに、安堵と……そして、なぜか落胆を感じてしまう。",""
"<可憐>
『くす♪
　残念そうな顔しちゃって…♡
　そんなに早く私の家畜になりたかったのかな？』",""
"<可憐>
『嫌がってたはずなのに♡
　家畜にされたい、だなんて\n[1]君の変態♡
　恥ずかしいマゾ♪』",""
"貴方の内心を見透かすような可憐のからかいに、
貴方はとっさに否定の言葉を口にする。
自分は家畜にされることなんて望んでない、
そう、はっきりと告げる。",""
"<可憐>
『でも、まだ家畜にされてないって分かった時、
　がっかりしたような反応だったよ♪
　…\n[1]君、もしかして自覚がないのかな？』",""
"<可憐>
『\n[1]君は女の子に見下されて喜ぶマゾ♡
　私に家畜にされて、
　悔しい思いをするのが好きな変態さんなんだよ♡』",""
"<可憐>
『恥ずかしくて認めたくないって言うなら……
　私が無理やり認めさせてあげるね♡
　おまんこでおちんちん虐めてあげる♪』",""
"可憐はそう言いながら激しく腰を動かす。
ぱんぱんと乾いた音を立てながら、
肉棒を蜜壺と一体化させるように締め付けて追い詰める。",""
"<可憐>
『ほら♪次イっちゃったら家畜決定なのに、
　こうして激しく腰を振られたら感じちゃうでしょ？
　余裕の笑みで見下ろされたらドキドキしちゃうんだよね♡』",""
"<可憐>
『セックスしてるのに、
　自分だけ気持ちよくなって女の子は余裕♪
　そんな状況に興奮してる…だよね？変態\n[1]君♡』",""
"可憐は貴方の内心をそう決めつけながら、
激しく腰を振って貴方を追い詰める。
そんな言葉、当たっているはずがないのに、
貴方の興奮は高まり、顔は羞恥に染まってしまう。",""
"<可憐>
『くす♪顔を赤くしちゃって可愛いね♡
　ほら、自分はマゾですって口に出して？
　自分は女の子に負けて喜ぶ変態ですって♡』",""
"<可憐>
『認めて、口に出したらもっと気持ちよくなれるよ♪
　恥ずかしい宣言を女の子に聞かれて、
　おちんちん気持ちよくなっちゃお？ね♡』",""
"可憐のその言葉に、
貴方の口から情けない宣言が出てしまいそうになる。
貴方はそれを何とか理性で抑え込み自分を保とうとした。",""
